learning_rate,learner,model,embedding_size,weight_decay,train_batch_size,mae
0.001,adam,NeuCMF0w,32,0.0,1000,0.816
0.001,adam,NeuCMF0w,32,0.01,500,0.8362
0.001,adam,NeuCMF0w,32,0.01,1000,0.8154
0.001,adam,NeuCMF0w,32,0.1,500,0.8306
0.001,adam,NeuCMF0w,32,0.1,1000,0.8181
0.001,adam,NeuCMF0w,64,0.0,500,0.8265
0.001,adam,NeuCMF0w,64,0.0,1000,0.805
0.001,adam,NeuCMF0w,64,0.01,500,0.8307
0.001,adam,NeuCMF0w,64,0.01,1000,0.829
0.001,adam,NeuCMF0w,64,0.1,500,0.8074
0.001,adam,NeuCMF0w,64,0.1,1000,0.8123
0.001,adam,NeuCMFw0,32,0.0,500,0.8105
0.001,adam,NeuCMFw0,32,0.0,1000,0.8448
0.001,adam,NeuCMFw0,32,0.01,500,0.8147
0.001,adam,NeuCMFw0,32,0.01,1000,0.8166
0.001,adam,NeuCMFw0,32,0.1,500,0.8124
0.001,adam,NeuCMFw0,32,0.1,1000,0.8124
0.001,adam,NeuCMFw0,64,0.0,500,0.8685
0.001,adam,NeuCMFw0,64,0.0,1000,0.806
0.001,adam,NeuCMFw0,64,0.01,500,0.8017
0.001,adam,NeuCMFw0,64,0.01,1000,0.8263
0.001,adam,NeuCMFw0,64,0.1,500,0.8276
0.001,adam,NeuCMFw0,64,0.1,1000,0.8344
0.001,RMSprop,NeuCMFii,32,0.0,500,0.8211
0.001,RMSprop,NeuCMFii,32,0.0,1000,0.8248
0.001,RMSprop,NeuCMFii,32,0.01,500,0.8291
0.001,RMSprop,NeuCMFii,32,0.01,1000,0.8224
0.001,RMSprop,NeuCMFii,32,0.1,500,0.8122
0.001,RMSprop,NeuCMFii,32,0.1,1000,0.8154
0.001,RMSprop,NeuCMFii,64,0.0,500,0.8021
0.001,RMSprop,NeuCMFii,64,0.0,1000,0.8131
0.001,RMSprop,NeuCMFii,64,0.01,500,0.8306
0.001,RMSprop,NeuCMFii,64,0.01,1000,0.8152
0.001,RMSprop,NeuCMFii,64,0.1,500,0.8175
0.001,RMSprop,NeuCMFii,64,0.1,1000,0.834
0.001,RMSprop,NeuCMFww,32,0.0,500,0.8156
0.001,RMSprop,NeuCMFww,32,0.0,1000,0.8192
0.001,RMSprop,NeuCMFww,32,0.01,500,0.8164
0.001,RMSprop,NeuCMFww,32,0.01,1000,0.824
0.001,RMSprop,NeuCMFww,32,0.1,500,0.8079
0.001,RMSprop,NeuCMFww,32,0.1,1000,0.8231
0.001,RMSprop,NeuCMFww,64,0.0,500,0.8325
0.001,RMSprop,NeuCMFww,64,0.0,1000,0.8371
0.001,RMSprop,NeuCMFww,64,0.01,500,0.8261
0.001,RMSprop,NeuCMFww,64,0.01,1000,0.816
0.001,RMSprop,NeuCMFww,64,0.1,500,0.8242
0.001,RMSprop,NeuCMFww,64,0.1,1000,0.8368
0.001,RMSprop,NeuCMF0i,32,0.0,500,0.8029
0.001,RMSprop,NeuCMF0i,32,0.0,1000,0.8244
0.001,RMSprop,NeuCMF0i,32,0.01,500,0.806
0.001,RMSprop,NeuCMF0i,32,0.01,1000,0.8336
0.001,RMSprop,NeuCMF0i,32,0.1,500,0.8273
0.001,RMSprop,NeuCMF0i,32,0.1,1000,0.8204
0.001,RMSprop,NeuCMF0i,64,0.0,500,0.8064
0.001,RMSprop,NeuCMF0i,64,0.0,1000,0.8197
0.001,RMSprop,NeuCMF0i,64,0.01,500,0.8164
0.001,RMSprop,NeuCMF0i,64,0.01,1000,0.8198
0.001,RMSprop,NeuCMF0i,64,0.1,500,0.8017
0.001,RMSprop,NeuCMF0i,64,0.1,1000,0.8163
0.001,RMSprop,NeuCMFi0,32,0.0,500,0.822
0.001,RMSprop,NeuCMFi0,32,0.0,1000,0.8101
0.001,RMSprop,NeuCMFi0,32,0.01,500,0.8261
0.001,RMSprop,NeuCMFi0,32,0.01,1000,0.8312
0.001,RMSprop,NeuCMFi0,32,0.1,500,0.8086
0.001,RMSprop,NeuCMFi0,32,0.1,1000,0.8352
0.001,RMSprop,NeuCMFi0,64,0.0,500,0.8156
0.001,RMSprop,NeuCMFi0,64,0.0,1000,0.8208
0.001,RMSprop,NeuCMFi0,64,0.01,500,0.8217
0.001,RMSprop,NeuCMFi0,64,0.01,1000,0.8228
0.001,RMSprop,NeuCMFi0,64,0.1,500,0.8268
0.001,RMSprop,NeuCMFi0,64,0.1,1000,0.8236
0.001,RMSprop,NeuCMF0w,32,0.0,500,0.833
0.001,RMSprop,NeuCMF0w,32,0.0,1000,0.831
0.001,RMSprop,NeuCMF0w,32,0.01,500,0.8258
0.001,RMSprop,NeuCMF0w,32,0.01,1000,0.8144
0.001,RMSprop,NeuCMF0w,32,0.1,500,0.808
0.001,RMSprop,NeuCMF0w,32,0.1,1000,0.8261
0.001,RMSprop,NeuCMF0w,64,0.0,500,0.8241
0.001,RMSprop,NeuCMF0w,64,0.0,1000,0.8001
0.001,RMSprop,NeuCMF0w,64,0.01,500,0.827
0.001,RMSprop,NeuCMF0w,64,0.01,1000,0.8054
0.001,RMSprop,NeuCMF0w,64,0.1,500,0.8244
0.001,RMSprop,NeuCMF0w,64,0.1,1000,0.8
0.001,RMSprop,NeuCMFw0,32,0.0,500,0.8208
0.001,RMSprop,NeuCMFw0,32,0.0,1000,0.8431
0.001,RMSprop,NeuCMFw0,32,0.01,500,0.8205
0.001,RMSprop,NeuCMFw0,32,0.01,1000,0.8347
0.001,RMSprop,NeuCMFw0,32,0.1,500,0.8079
0.001,RMSprop,NeuCMFw0,32,0.1,1000,0.816
0.001,RMSprop,NeuCMFw0,64,0.0,500,0.8225
0.001,RMSprop,NeuCMFw0,64,0.0,1000,0.8329
0.001,RMSprop,NeuCMFw0,64,0.01,500,0.8335
0.001,RMSprop,NeuCMFw0,64,0.01,1000,0.8229
0.001,RMSprop,NeuCMFw0,64,0.1,500,0.822
0.001,RMSprop,NeuCMFw0,64,0.1,1000,0.8323
0.0001,adam,NeuCMFii,32,0.0,500,0.8231
0.0001,adam,NeuCMFii,32,0.0,1000,0.844
0.0001,adam,NeuCMFii,32,0.01,500,0.832
0.0001,adam,NeuCMFii,32,0.01,1000,0.8279
0.0001,adam,NeuCMFii,32,0.1,500,0.8136
0.0001,adam,NeuCMFii,32,0.1,1000,0.8205
0.0001,adam,NeuCMFii,64,0.0,500,0.8216
0.0001,adam,NeuCMFii,64,0.0,1000,0.822
0.0001,adam,NeuCMFii,64,0.01,500,0.8273
0.0001,adam,NeuCMFii,64,0.01,1000,0.8137
0.0001,adam,NeuCMFii,64,0.1,500,0.8267
0.0001,adam,NeuCMFii,64,0.1,1000,0.8325
0.0001,adam,NeuCMFww,32,0.0,500,0.8071
0.0001,adam,NeuCMFww,32,0.0,1000,0.8393
0.0001,adam,NeuCMFww,32,0.01,500,0.8342
0.0001,adam,NeuCMFww,32,0.01,1000,0.8149
0.0001,adam,NeuCMFww,32,0.1,500,0.8207
0.0001,adam,NeuCMFww,32,0.1,1000,0.8378
0.0001,adam,NeuCMFww,64,0.0,500,0.8244
0.0001,adam,NeuCMFww,64,0.0,1000,0.8223
0.0001,adam,NeuCMFww,64,0.01,500,0.8315
